17,22,27,11,26,17,65,70,26,10,26,70,27,27,65,65,70,26,10,65,65,26,26,65,11,27,65,17,70,22,11,65,17,27,26,11,22,10,26,27,11,17,22,70,10,65,65,11,22,11,65,22,17,70,22,10,22,70,26,11,10,70,17,65,22,26,17,26,26,27,70,10,65,27,11,10,17,11,17,22,70,70,26,70,65,26,65,26,10,17,22,17,17,26,70,26,11,65,17,17
65,10,70,27,70,26,27,11,27,70,10,70,70,22,27,65,10,10,26,70,27,27,27,27,22,11,17,11,26,27,22,22,11,10,27,65,22,27,26,10,17,10,22,27,26,27,27,22,11,17,17,10,70,17,27,27,70,22,17,70,26,17,22,22,65,27,70,27,11,65,65,26,26,22,17,17,70,11,26,27,26,70,70,10,70,70,17,10,26,26,27,17,10,22,17,26,22,70,22,10
11,70,22,11,17,65,65,17,17,65,27,26,10,65,65,22,10,65,10,11,27,10,11,26,10,65,26,65,17,27,22,11,17,26,26,26,65,17,10,10,27,65,27,65,70,65,17,70,70,27,11,17,17,26,17,22,26,27,17,10,17,26,26,27,11,11,22,26,26,70,11,65,27,65,26,22,22,11,10,26,22,22,10,22,27,17,10,11,70,65,10,10,22,65,26,70,11,11,27,27
11,65,27,22,22,10,11,65,22,10,27,26,65,65,22,65,22,65,17,10,26,11,10,27,26,17,11,22,27,22,22,70,17,17,10,26,22,27,26,11,22,10,17,27,27,11,26,26,70,17,27,65,70,65,27,65,10,11,70,27,65,27,70,70,17,26,22,22,27,26,27,10,65,27,10,26,17,11,65,26,11,27,26,65,11,65,17,10,26,70,11,11,26,11,70,65,27,70,26,17
26,27,17,70,27,27,65,26,70,27,22,65,10,10,70,70,27,70,27,17,22,11,26,65,65,26,17,22,27,27,27,65,70,65,26,70,11,17,65,17,26,70,22,26,70,10,22,17,11,11,22,17,17,22,22,70,10,22,22,65,11,26,11,27,27,65,26,65,27,65,11,10,17,22,65,65,65,11,26,65,10,22,11,26,17,10,11,27,17,27,26,11,27,70,10,65,27,10,11,22
70,65,22,22,27,11,10,26,10,65,27,11,70,70,65,65,65,65,11,26,22,17,10,22,10,26,65,65,17,27,70,17,22,22,27,27,10,26,11,26,11,11,65,17,65,10,11,10,70,22,11,17,65,70,11,17,17,11,17,22,27,11,26,27,17,17,26,10,11,27,11,10,27,70,22,65,26,10,26,22,27,65,26,70,10,70,17,10,22,65,65,65,70,11,10,70,17,27,17,22
65,10,26,10,10,11,10,70,11,26,26,27,27,27,10,22,17,70,17,17,27,26,22,27,10,22,27,65,65,65,17,11,26,11,70,10,26,11,26,26,26,17,11,27,26,22,65,22,17,26,26,65,22,17,22,65,11,26,26,10,22,11,10,27,17,10,65,26,70,22,27,10,17,22,11,22,26,11,17,70,11,26,70,27,22,22,27,27,22,65,17,11,17,70,11,11,70,70,11,70
10,10,65,11,26,65,11,10,70,17,22,27,70,65,22,11,26,70,17,70,17,70,17,65,17,70,11,11,17,10,26,11,17,26,26,22,26,11,65,11,10,11,10,22,17,17,27,27,70,11,27,22,11,22,27,22,11,17,65,70,17,17,26,70,11,17,26,10,10,10,22,17,26,10,22,10,22,70,70,65,70,11,11,11,10,26,26,11,17,65,27,65,10,65,10,17,10,22,70,65
17,22,10,17,65,10,11,70,11,70,65,65,70,22,17,26,65,11,27,10,70,17,22,65,11,22,65,11,22,27,70,11,11,65,17,22,65,27,65,11,70,17,10,65,27,26,70,11,11,27,65,26,70,10,22,70,11,17,65,70,26,65,70,11,70,17,10,26,27,22,70,26,26,22,26,26,65,17,70,70,70,26,11,17,65,17,22,26,65,22,65,11,17,22,22,17,26,11,27,65
27,27,11,22,22,26,22,10,70,65,70,70,65,26,22,10,11,27,65,27,65,26,22,11,70,10,22,65,27,65,17,65,70,22,65,27,27,22,11,11,17,11,10,11,65,26,27,70,17,10,65,11,17,10,11,11,10,11,27,65,11,70,17,22,27,17,70,10,27,10,10,27,27,17,10,22,10,27,27,10,22,10,22,65,65,22,22,70,26,11,26,10,65,10,22,27,27,10,22,17
